"","Time","Month","Year","predicted_RECO","Daily_NEE","Daily_RECO_temp","Daily_RECO_flux","Daily_resi_temp","Daily_EF","Total_Randunc","Daily_P"
"1",2001-06-15,6,2001,NA,1.15707171428571,0.928417493909192,1.32876428571429,0.228654220376523,0.329138225852046,0.372005990285623,0
"2",2001-06-16,6,2001,NA,1.762714,1.23654558386206,1.49133,0.526168416137942,0.320058054111696,0.530789623573428,0
"3",2001-06-18,6,2001,NA,2.30563888888889,1.70216270207133,1.76184222222222,0.603476186817555,0.317579196508618,0.538749458180393,0
"4",2001-06-19,6,2001,NA,2.0409196,1.90358925312021,1.776117,0.137330346879792,0.244720753059326,0.531898740472578,0
"5",2001-06-21,6,2001,NA,1.80363266666667,1.3625069749072,1.61338833333333,0.441125691759469,0.283429257348183,0.487142182549552,0
"6",2001-07-01,7,2001,NA,1.790009,1.75041504830298,1.61304,0.0395939516970238,0.207170588037237,0.480778339332103,0
"7",2001-07-02,7,2001,NA,2.1824487,1.82209302754392,1.68046571428571,0.360355672456078,0.267767036356399,0.426478379108314,0
"8",2001-07-09,7,2001,NA,0.686605714285714,1.08277098348604,0.706800571428571,-0.396165269200327,0.125338637549606,0.266957905963063,0
"9",2001-07-10,7,2001,NA,0.7630798,0.997064953084181,0.7050074,-0.233985153084181,0.134352060990373,0.491993566049221,0
"10",2001-07-11,7,2001,NA,0.8470525,0.811439360352272,0.66501925,0.0356131396477278,0.0996942220990711,0.384333138494361,0
"11",2001-07-12,7,2001,NA,0.9430375,1.03974253025523,0.8376025,-0.0967050302552344,0.136384255039492,0.423252470623389,0
"12",2001-07-14,7,2001,NA,0.7679665,0.817302286945686,0.719493,-0.0493357869456863,0.127537896998734,0.33471179998094,0
"13",2001-07-15,7,2001,NA,0.7227873,0.651189775438838,0.688885222222222,0.0715975245611616,0.143738939930754,0.595370470683481,0
"14",2001-07-18,7,2001,NA,0.9337282,0.919781969542842,0.9644788,0.0139462304571585,0.138194187716385,0.353051142347432,0
"15",2001-07-19,7,2001,NA,0.713316033333333,0.863306837871882,0.884237333333333,-0.149990804538549,0.100177221565329,0.251992262877632,0
"16",2001-07-20,7,2001,NA,0.706367333333333,0.781104524817603,0.861236333333333,-0.0747371914842699,0.166582347037731,0.318934669583459,0
"17",2001-07-21,7,2001,NA,1.144968,0.801427964723961,0.93676775,0.343540035276039,0.157848512350136,0.335940452773221,0
"18",2001-07-22,7,2001,NA,1.07329566666667,0.84707636671833,1.0572075,0.226219299948337,0.155716928389014,0.5260263254777,0
"19",2001-07-29,7,2001,NA,0.968433875,0.786223402964379,0.656187875,0.182210472035621,0.158600211770838,0.259198694825001,0
"20",2001-07-30,7,2001,NA,0.70117025,0.837082412170926,0.69473675,-0.135912162170926,0.166675884015339,0.313073775967514,0
"21",2001-07-31,7.55555555555556,2001,NA,1.29387433333333,0.876272038399236,0.815563555555556,0.417602294934097,0.11131769686255,0.286812607348564,0
"22",2001-08-02,8,2001,NA,0.638763666666667,0.929890166226713,0.821639666666667,-0.291126499560046,0.189258183250224,0.28680547638515,0
"23",2001-08-03,8,2001,NA,0.74040935,0.917320582687581,0.76959,-0.176911232687581,0.100704889266013,0.298107841744856,0
"24",2001-08-08,8,2001,NA,0.60784425,0.952460041094007,0.822308,-0.344615791094007,0.200961933493478,0.251991838741198,0
"25",2001-08-09,8,2001,NA,1.03943433333333,1.01949021490898,0.819434,0.0199441184243581,0.111804151824507,0.243110727922391,0
